userid,password,residence_state,high_school_name,high_school_city,high_school_state,GPA,college_class,major_1,major_2,SAT_math,SAT_EBRW,ACT_English,ACT_math,ACT_reading,ACT_science,ACT_composite,SAT_literature,SAT_US_hist,SAT_world_hist,SAT_math_I,SAT_math_II,SAT_eco_bio,SAT_mol_bio,SAT_chemistry,SAT_physics,num_AP_passed
donnieSyd1827,donnieSyd1827,NY,Sachem High School East,Farmingville,NY,2.9,2024,Political Science,Physics,740,700,24,27,27,26,29,630,680,680,620,740,630,630,650,660,8
doloritaWakerly1044,doloritaWakerly1044,NY,John H Glenn High School,Elwood,NY,3.0,2024,Music Theory,History,630,640,24,27,26,31,28,590,740,620,600,630,690,630,660,610,5
valedaForland4209,valedaForland4209,NY,Sayville High School,West Sayville,NY,2.9,2024,Political Science,Mathematics,680,690,31,29,27,32,27,670,690,690,700,650,670,680,670,670,4
faustinaMason2212,faustinaMason2212,NY,Bayport Blue Point High School,Bayport,NY,3.4,2024,Music Theory,History,750,800,30,36,30,30,30,800,740,760,710,700,780,800,740,730,3
robinetteJoyan1929,robinetteJoyan1929,NY,Bridgehampton School,Bridgehampton,NY,3.1,2024,Political Science,Music Theory,590,690,22,23,27,21,31,620,620,630,670,620,620,650,640,630,3
bernardinaHilliard4908,bernardinaHilliard4908,NY,Sachem High School East,Farmingville,NY,2.7,2024,Political Science,Chemistry,570,610,21,21,27,22,25,570,600,610,630,560,610,600,620,600,9
larisaSilda1114,larisaSilda1114,NY,Babylon Junior Senior High School,Babylon,NY,2.7,2024,Music Theory,Computer Science,580,540,19,21,20,21,23,570,550,620,530,580,540,550,550,520,1
fanMatheny4036,fanMatheny4036,NY,Deer Park High School,Deer Park,NY,2.3,2024,Art History,Chemistry,520,530,24,23,18,21,24,580,570,550,560,540,560,550,530,530,3
rozeSpiro1298,rozeSpiro1298,NY,Longwood High School,Middle Island,NY,3.7,2024,Mathematics,Chemistry,800,730,29,34,31,27,33,800,770,770,730,750,710,750,730,760,6
elmiraPembrook5413,elmiraPembrook5413,NY,Bellport Senior High School,Brookhaven,NY,2.8,2024,Mathematics,Physics,650,670,28,25,23,30,27,660,680,630,620,630,700,650,680,650,4
georgetteErvine2217,georgetteErvine2217,NY,Amityville Memorial High School,Amityville,NY,3.4,2024,Chemistry,Political Science,670,670,27,26,33,27,32,700,710,750,680,710,670,670,700,680,2
chelseaBakki8573,chelseaBakki8573,NY,Smithtown High School   Western Campus,Smithtown,NY,2.5,2024,History,Computer Science,550,520,22,16,24,22,23,590,600,550,540,570,510,570,520,600,3
edythRankin9075,edythRankin9075,NY,Sachem High School North,Lake Ronkonkoma,NY,2.7,2024,Political Science,Biology,670,590,23,17,20,21,25,650,600,570,580,680,560,600,610,620,8
odelindaMehta2115,odelindaMehta2115,NY,Huntington High School,Huntington,NY,2.4,2024,Chemistry,Music Theory,570,490,24,25,17,16,18,510,540,530,530,500,510,490,530,510,0
silvieNessi869,silvieNessi869,NY,Smithtown Christian School,Smithtown,NY,2.9,2024,Art History,Political Science,570,570,20,19,19,22,17,540,590,570,590,520,590,540,560,570,4
cookieNavarro4151,cookieNavarro4151,NY,Ward Melville Senior High School,East Setauket,NY,2.7,2024,Art History,Computer Science,660,670,24,25,28,29,24,610,620,640,630,650,710,640,620,660,8
hediMiner5771,hediMiner5771,NY,St John the Baptist Diocesan High School,West Islip,NY,3.0,2024,Computer Science,Chemistry,660,580,30,25,28,23,24,610,680,650,630,630,640,640,600,600,8
ortensiaAngela8495,ortensiaAngela8495,NY,John H Glenn High School,Elwood,NY,3.1,2024,Physics,Chemistry,760,740,35,27,30,33,28,760,690,650,710,740,700,750,710,750,0
letaHinson1351,letaHinson1351,NY,Deer Park High School,Deer Park,NY,3.6,2024,Art History,Chemistry,800,800,31,36,36,29,33,760,750,770,800,750,740,770,740,780,1
philisTommie3374,philisTommie3374,NY,Huntington High School,Huntington,NY,2.7,2024,Geology,Political Science,630,680,23,25,29,24,25,650,630,620,640,660,580,600,650,590,1
lottaFanestil8770,lottaFanestil8770,NY,Sachem High School East,Farmingville,NY,2.4,2024,Mathematics,Geology,520,590,20,25,23,20,19,510,540,530,530,540,540,510,550,550,0
julianaPate6997,julianaPate6997,NY,Miller Place High School,Miller Place,NY,2.3,2024,History,Mathematics,520,510,22,23,19,20,23,460,520,490,530,500,500,530,550,530,0
goldiaAbbate8797,goldiaAbbate8797,NY,Hampton Bays High School,Hampton Bays,NY,2.9,2024,Geology,Music Theory,620,640,24,30,23,26,28,710,640,680,720,640,650,650,660,670,3
jackquelineFrost6738,jackquelineFrost6738,NY,North Babylon High School,North Babylon,NY,3.3,2024,Mathematics,Geology,670,620,30,19,27,31,31,670,660,660,700,690,660,650,630,620,6
cleoFredi1508,cleoFredi1508,NY,John H Glenn High School,Elwood,NY,2.8,2024,Political Science,Physics,600,570,17,24,22,21,24,600,610,540,550,610,570,590,530,560,7
tomiAlberto4914,tomiAlberto4914,NY,Comsewogue High School,Port Jefferson Sta,NY,2.6,2024,Physics,Music Theory,510,490,19,22,18,21,13,530,530,520,500,540,550,510,450,540,5
nikeHoshi5626,nikeHoshi5626,NY,Southampton High School,Southampton,NY,3.5,2024,Political Science,Music Theory,700,790,28,34,31,36,35,740,760,770,750,790,760,770,770,730,3
phyllisNic1395,phyllisNic1395,NY,Half Hollow Hills High School West,Dix Hills,NY,3.0,2024,Chemistry,History,700,740,32,27,30,31,28,680,710,710,720,760,740,750,700,710,3
orelieTews3265,orelieTews3265,NY,Bayport Blue Point High School,Bayport,NY,1.9,2024,Physics,Chemistry,480,420,16,14,21,16,20,490,380,500,420,450,440,430,460,470,3
wiloneEleni228,wiloneEleni228,NY,Commack High School,Commack,NY,3.0,2024,Computer Science,Physics,790,710,29,33,31,29,30,740,770,750,710,750,750,740,740,790,3
agrethaBartolome7110,agrethaBartolome7110,NY,Saint Anthonys High School,Huntington Station,NY,2.5,2024,Art History,Chemistry,510,550,24,20,26,22,23,600,550,650,510,620,500,540,600,540,8
gwennyStock1396,gwennyStock1396,NY,Rocky Point High School,Rocky Point,NY,1.8,2024,Geology,Art History,460,520,22,13,18,17,20,490,570,530,420,540,450,490,500,490,6
lizbethLohse1343,lizbethLohse1343,NY,East Hampton High School,East Hampton,NY,2.2,2024,Chemistry,Geology,530,530,21,22,29,20,23,540,530,560,520,540,540,600,540,500,6
cherishTab9677,cherishTab9677,NY,West Babylon Senior High School,West Babylon,NY,2.9,2024,Mathematics,Music Theory,630,660,25,22,20,20,25,630,630,580,620,580,680,590,640,620,0
candideGarnet1476,candideGarnet1476,NY,Smithtown High School   Western Campus,Smithtown,NY,1.9,2024,Chemistry,History,440,510,21,22,12,14,21,510,490,470,550,500,460,450,490,500,3
paulinaGertrud6750,paulinaGertrud6750,NY,Shoreham Wading River High School,Shoreham,NY,3.3,2024,Political Science,Art History,660,660,26,27,26,26,28,660,600,670,690,660,660,680,630,640,4
cindiKarleen2890,cindiKarleen2890,NY,Smithtown High School East,Saint James,NY,3.2,2024,Music Theory,Physics,560,640,23,25,28,24,22,590,620,640,580,610,620,600,550,570,0
arabelleGodred3058,arabelleGodred3058,NY,Smithtown High School   Western Campus,Smithtown,NY,2.5,2024,Chemistry,Art History,600,600,25,18,25,25,30,570,550,600,520,580,610,590,590,540,1
danieleJob6026,danieleJob6026,NY,Hauppauge High School,Hauppauge,NY,2.7,2024,Music Theory,Political Science,630,580,19,22,27,24,27,590,590,580,620,580,590,580,550,530,0
krystynaGrimaldi4264,krystynaGrimaldi4264,NY,Bay Shore Senior High School,Bay Shore,NY,2.8,2024,Geology,Music Theory,630,720,26,30,27,26,31,700,720,680,720,700,700,650,700,710,6
jacquetteBurnham8982,jacquetteBurnham8982,NY,Bayport Blue Point High School,Bayport,NY,2.5,2024,Chemistry,Art History,540,450,21,23,24,23,21,480,540,490,490,510,540,540,490,540,2
sherryHaggerty4574,sherryHaggerty4574,NY,Bay Shore Senior High School,Bay Shore,NY,2.1,2024,Biology,Mathematics,450,540,19,12,15,19,18,470,500,460,470,480,480,480,440,470,8
elvaCarce770,elvaCarce770,NY,Deer Park High School,Deer Park,NY,2.7,2024,Mathematics,Chemistry,590,600,26,21,20,28,27,560,570,540,570,570,590,600,620,600,0
anne-marieBallard9489,anne-marieBallard9489,NY,Deer Park High School,Deer Park,NY,3.0,2024,History,Computer Science,600,650,25,22,29,25,26,630,620,680,640,650,690,650,640,680,5
consolataCid5387,consolataCid5387,NY,Smithtown High School   Western Campus,Smithtown,NY,2.8,2024,History,Physics,640,590,27,23,25,21,28,550,560,600,580,530,560,610,570,510,8
josefinaPaluas9988,josefinaPaluas9988,NY,The Knox School,St James,NY,2.3,2024,Art History,Physics,560,500,14,19,26,23,16,590,550,540,560,560,600,530,540,550,5
analieseHolden1326,analieseHolden1326,NY,Babylon Junior Senior High School,Babylon,NY,2.8,2024,Geology,Music Theory,670,650,24,22,19,23,25,590,610,620,620,590,620,630,630,580,8
aubreePaske2925,aubreePaske2925,NY,Sachem High School East,Farmingville,NY,3.3,2024,Political Science,Chemistry,730,700,30,33,30,36,32,720,730,770,790,730,710,760,750,730,7
adriaButler1804,adriaButler1804,NY,Wyandanch Memorial High School,Wyandanch,NY,2.3,2024,Political Science,Geology,610,590,26,19,22,21,29,620,660,600,630,650,640,570,550,680,3
ronniHastie2137,ronniHastie2137,NY,Bridgehampton School,Bridgehampton,NY,2.9,2024,History,Mathematics,690,620,26,21,30,23,25,650,660,640,660,640,670,630,660,660,5
rosamundClaudell9010,rosamundClaudell9010,NY,Bridgehampton School,Bridgehampton,NY,3.2,2024,Chemistry,Biology,710,710,30,29,27,28,30,770,740,680,700,710,740,710,670,710,0
ursulineBollinger5767,ursulineBollinger5767,NY,Sachem High School North,Lake Ronkonkoma,NY,3.1,2024,Computer Science,Chemistry,640,700,29,30,31,27,25,690,650,720,680,710,670,640,670,640,5
andraHenrique2058,andraHenrique2058,NY,Southampton High School,Southampton,NY,2.0,2024,Computer Science,Music Theory,460,470,25,15,14,18,20,430,470,520,410,500,520,500,470,450,9
leoraNap7810,leoraNap7810,NY,Riverhead Senior High School,Riverhead,NY,2.6,2024,Art History,Political Science,660,700,27,23,26,31,23,680,670,650,670,610,640,580,650,620,9
alysiaWoods8950,alysiaWoods8950,NY,Greenport High School,Greenport,NY,2.1,2024,Geology,History,440,450,13,11,15,15,13,420,400,430,410,480,380,420,450,450,0
conchitaLenna5194,conchitaLenna5194,NY,Shoreham Wading River High School,Shoreham,NY,3.3,2024,Chemistry,History,640,650,26,21,24,25,25,610,640,610,630,600,660,670,650,600,6
pennieMeridith4592,pennieMeridith4592,NY,Ward Melville Senior High School,East Setauket,NY,2.8,2024,Mathematics,Political Science,610,670,32,24,27,26,23,640,600,630,720,660,660,640,640,660,9
luraIbbie7995,luraIbbie7995,NY,Harborfields High School,Greenlawn,NY,2.5,2024,Chemistry,Art History,650,590,27,20,19,28,18,620,590,600,650,560,610,610,540,600,8
tanaMorgenthaler7158,tanaMorgenthaler7158,NY,Pierson Middle High School,Sag Harbor,NY,3.0,2024,Computer Science,Political Science,690,700,32,30,26,25,31,690,690,690,710,700,630,660,720,680,1
allynScarface6215,allynScarface6215,NY,Wyandanch Memorial High School,Wyandanch,NY,3.2,2024,Computer Science,Biology,780,740,26,28,33,27,33,730,760,760,680,770,750,800,710,750,0
mufinellaKone4172,mufinellaKone4172,NY,Cold Spring Harbor High School,Cold Spring Harbor,NY,3.2,2024,Mathematics,Art History,700,660,30,29,27,28,25,710,650,660,650,680,670,720,660,700,3
lurleneWalford5842,lurleneWalford5842,NY,Connetquot High School,Bohemia,NY,2.9,2024,Biology,Mathematics,670,670,27,26,26,27,28,620,630,610,580,630,700,650,710,680,4
gayleneDiego918,gayleneDiego918,NY,Walter G Oconnell Copiague High School,Copiague,NY,3.2,2024,Computer Science,Geology,710,710,27,30,28,33,32,720,700,690,690,730,740,760,720,710,1
arlanaGrace7057,arlanaGrace7057,NY,Bridgehampton School,Bridgehampton,NY,3.0,2024,Chemistry,History,540,620,23,26,27,26,23,590,610,570,570,590,640,630,640,630,1
ettyKeller5445,ettyKeller5445,NY,Smithtown Christian School,Smithtown,NY,2.4,2024,History,Chemistry,520,470,31,25,23,25,19,550,550,560,520,540,540,490,570,530,3
keeliaRiesman8045,keeliaRiesman8045,NY,Connetquot High School,Bohemia,NY,3.3,2024,Biology,Physics,700,650,27,26,22,28,25,590,600,650,660,700,580,610,670,620,6
kimmyLianne8202,kimmyLianne8202,NY,Rocky Point High School,Rocky Point,NY,1.9,2024,Physics,Mathematics,460,390,16,19,22,17,19,420,440,510,500,490,480,510,480,470,6
heddiDevy3620,heddiDevy3620,NY,Mattituck Junior Senior High School,Mattituck,NY,3.1,2024,Physics,Biology,640,660,27,25,27,26,27,690,700,670,650,740,670,690,680,670,7
rosalineTabor7478,rosalineTabor7478,NY,West Babylon Senior High School,West Babylon,NY,2.9,2024,Art History,Geology,590,610,29,25,22,26,26,610,670,580,600,620,590,610,550,600,2
cathrineDonoho2674,cathrineDonoho2674,NY,Babylon Junior Senior High School,Babylon,NY,2.5,2024,Chemistry,Music Theory,480,560,18,22,17,11,18,450,460,510,560,460,470,500,540,450,4
sekaBary8433,sekaBary8433,NY,Earl L Vandermeulen High School,Port Jefferson,NY,3.0,2024,Computer Science,Biology,640,650,24,33,25,33,28,650,640,680,680,730,720,620,680,660,6
carmelaHewett3084,carmelaHewett3084,NY,Sachem High School North,Lake Ronkonkoma,NY,3.6,2024,Mathematics,Chemistry,690,730,31,35,31,31,32,720,730,730,750,800,740,740,760,720,8
berryClywd691,berryClywd691,NY,Riverhead Senior High School,Riverhead,NY,3.6,2024,Physics,Music Theory,800,760,28,30,36,36,31,780,740,790,760,790,780,740,800,800,6
merrileJaddan5746,merrileJaddan5746,NY,Bay Shore Senior High School,Bay Shore,NY,2.4,2024,Biology,History,550,550,24,17,17,16,18,490,490,500,500,530,550,510,580,530,5
emilyWeismann1900,emilyWeismann1900,NY,Miller Place High School,Miller Place,NY,3.5,2024,Mathematics,Computer Science,750,760,27,33,35,33,30,770,750,720,790,800,690,770,790,700,1
steffiIntyre2896,steffiIntyre2896,NY,Islip High School,Islip,NY,2.4,2024,Music Theory,Geology,580,540,24,20,23,21,21,540,570,570,550,550,500,570,520,490,3
maryanneTiemroth6585,maryanneTiemroth6585,NY,Amityville Memorial High School,Amityville,NY,2.9,2024,Geology,Biology,710,700,25,27,31,26,34,700,650,730,670,750,630,640,740,710,8
janeanDuky8188,janeanDuky8188,NY,Amityville Memorial High School,Amityville,NY,2.2,2024,Physics,Geology,470,520,21,17,15,19,15,540,450,520,450,490,550,510,500,540,3
madlinRichardo7054,madlinRichardo7054,NY,Huntington High School,Huntington,NY,2.6,2024,Chemistry,Biology,570,560,26,17,21,25,19,590,540,580,540,600,540,560,620,510,5
christyeUltima9248,christyeUltima9248,NY,Bellport Senior High School,Brookhaven,NY,3.3,2024,Music Theory,Chemistry,680,690,28,23,29,25,32,740,720,770,740,660,730,670,700,700,5
malindaAmeline7390,malindaAmeline7390,NY,Centereach High School,Centereach,NY,3.2,2024,Geology,History,650,630,25,26,26,28,29,670,600,670,640,620,680,650,610,640,6
franciscaRanee5459,franciscaRanee5459,NY,Walt Whitman High School,Huntington Station,NY,2.5,2024,Physics,Art History,590,600,27,23,26,26,26,590,630,630,640,600,650,600,670,590,2
briannaEadwine8596,briannaEadwine8596,NY,Huntington High School,Huntington,NY,3.0,2024,Geology,Political Science,660,700,24,26,30,22,24,700,620,650,680,630,670,660,670,650,9
vannaMcGrath8577,vannaMcGrath8577,NY,Walt Whitman High School,Huntington Station,NY,2.5,2024,Chemistry,Biology,510,520,27,21,20,21,26,510,580,500,510,550,520,570,500,550,9
mignonClarice672,mignonClarice672,NY,Half Hollow Hills High School West,Dix Hills,NY,2.6,2024,Mathematics,Music Theory,560,520,22,22,22,24,20,590,570,550,560,550,550,550,520,590,1
joelynnChrisoula8146,joelynnChrisoula8146,NY,Longwood High School,Middle Island,NY,2.4,2024,Computer Science,Political Science,520,480,13,18,21,20,15,540,500,430,490,510,440,520,490,470,7
billyHasseman5801,billyHasseman5801,NY,Greenport High School,Greenport,NY,3.0,2024,History,Mathematics,640,630,28,31,26,27,28,620,630,580,620,660,600,650,640,630,2
ysabelMcGaw7621,ysabelMcGaw7621,NY,Half Hollow Hills High School East,Dix Hills,NY,1.9,2024,Chemistry,Geology,440,430,15,9,17,21,16,420,470,430,450,400,400,400,440,500,9
taniWey8343,taniWey8343,NY,Pierson Middle High School,Sag Harbor,NY,3.6,2024,Geology,History,780,750,28,31,28,26,34,760,760,770,770,750,760,780,770,740,3
virginieAlcock6769,virginieAlcock6769,NY,St John the Baptist Diocesan High School,West Islip,NY,3.1,2024,Physics,Political Science,670,710,23,27,33,20,27,610,660,610,630,660,660,670,670,660,3
vandaRodolphe59,vandaRodolphe59,NY,Walt Whitman High School,Huntington Station,NY,2.7,2024,Political Science,Biology,610,620,30,27,22,26,28,650,680,650,610,610,610,580,660,630,8
desiraeMehalick7989,desiraeMehalick7989,NY,Newfield High School,Selden,NY,2.7,2024,Political Science,Chemistry,600,560,22,28,25,25,23,540,600,660,540,570,650,630,570,620,0
celisseJacobine3590,celisseJacobine3590,NY,Northport Senior High School,Northport,NY,2.6,2024,Computer Science,Geology,670,580,24,24,21,20,26,600,630,580,560,650,620,620,550,590,4
martgueritaRia5541,martgueritaRia5541,NY,Saint Anthonys High School,Huntington Station,NY,2.9,2024,Mathematics,Biology,580,640,30,21,21,24,25,590,640,580,640,570,560,570,630,600,1
tildieTrillbee1248,tildieTrillbee1248,NY,Half Hollow Hills High School East,Dix Hills,NY,2.7,2024,Chemistry,Art History,710,700,31,31,27,35,24,700,800,700,680,700,710,660,670,750,0
missieHarrison4405,missieHarrison4405,NY,Westhampton Beach Senior High School,Westhampton Beach,NY,3.0,2024,Physics,History,600,650,28,26,26,27,24,590,640,600,570,600,630,570,620,650,4
brierMarketa3279,brierMarketa3279,NY,Walter G Oconnell Copiague High School,Copiague,NY,2.1,2024,Art History,Chemistry,500,490,21,16,17,18,21,480,500,470,470,480,470,510,510,510,3
floriJegar543,floriJegar543,NY,East Hampton High School,East Hampton,NY,3.4,2024,Mathematics,Music Theory,770,790,36,31,35,32,34,740,770,750,780,760,800,750,800,800,8
haleighSansbury5403,haleighSansbury5403,NY,St John the Baptist Diocesan High School,West Islip,NY,2.6,2024,Music Theory,Physics,580,600,26,26,22,19,23,610,580,570,500,590,580,610,550,590,5
emmeyAshla9468,emmeyAshla9468,NY,Rocky Point High School,Rocky Point,NY,2.7,2024,Biology,Physics,590,560,24,25,20,24,18,600,600,530,580,570,600,510,580,610,5
windyHanus9070,windyHanus9070,NY,The Stony Brook School,Stony Brook,NY,3.4,2024,Geology,Chemistry,700,720,31,31,27,35,28,720,720,680,670,750,720,720,670,740,1
addiMaghutte9773,addiMaghutte9773,NY,Half Hollow Hills High School West,Dix Hills,NY,2.7,2024,Music Theory,Computer Science,580,550,24,25,23,24,22,640,550,610,620,610,520,590,610,580,2
sunshineDedra8199,sunshineDedra8199,NY,Smithtown High School   Western Campus,Smithtown,NY,2.6,2024,Chemistry,Music Theory,480,530,16,26,20,24,23,550,560,520,530,520,500,560,530,580,9
livaErfert243,livaErfert243,NY,Babylon Junior Senior High School,Babylon,NY,2.9,2024,Political Science,Mathematics,590,670,27,28,26,23,29,660,660,640,610,670,670,650,680,600,1
lettieCheshire915,lettieCheshire915,NY,Central Islip Senior High School,Central Islip,NY,1.7,2024,Music Theory,Biology,410,390,15,16,22,10,13,370,420,430,440,400,460,430,420,420,9
miguelaFayth5270,miguelaFayth5270,NY,Mount Sinai High School,Mount Sinai,NY,3.5,2024,Computer Science,Music Theory,800,790,33,35,32,36,32,730,780,740,760,730,770,760,750,730,9
chloSchreib9524,chloSchreib9524,NY,West Islip Senior High School,West Islip,NY,3.3,2024,Political Science,Art History,740,620,25,22,27,24,24,690,660,740,650,680,690,660,680,650,3
meganPhelgon1242,meganPhelgon1242,NY,Greenport High School,Greenport,NY,1.8,2024,Music Theory,Chemistry,320,270,8,9,11,12,6,360,360,310,330,370,350,340,320,290,1
brinaSorcha8564,brinaSorcha8564,NY,Center Moriches High School,Center Moriches,NY,2.2,2024,Computer Science,Physics,500,420,14,22,14,18,21,460,490,470,450,440,480,480,400,490,9
opalMcCarthy6471,opalMcCarthy6471,NY,Walt Whitman High School,Huntington Station,NY,2.6,2024,Geology,Biology,550,560,14,20,18,21,23,590,530,570,520,510,540,560,530,550,0
mabSholom8801,mabSholom8801,NY,Longwood High School,Middle Island,NY,3.2,2024,Art History,Chemistry,680,700,32,27,32,24,30,680,650,690,710,700,760,730,670,660,2
karoleMae3843,karoleMae3843,NY,Smithtown High School   Western Campus,Smithtown,NY,2.7,2024,Geology,Music Theory,560,580,21,23,21,21,25,600,520,580,580,580,620,600,600,570,0
libAlister9407,libAlister9407,NY,Ward Melville Senior High School,East Setauket,NY,2.5,2024,Art History,History,500,530,15,20,16,20,21,460,550,470,510,460,570,530,530,460,9
dinnieVarion6766,dinnieVarion6766,NY,Hauppauge High School,Hauppauge,NY,2.8,2024,Physics,History,590,620,28,21,23,23,24,640,680,590,640,600,630,610,610,590,8
arlynNonna6308,arlynNonna6308,NY,Pierson Middle High School,Sag Harbor,NY,2.6,2024,Mathematics,Geology,540,610,20,20,23,27,25,580,570,610,570,600,580,590,600,610,6
barryRemmer3544,barryRemmer3544,NY,Hampton Bays High School,Hampton Bays,NY,2.4,2024,Music Theory,Mathematics,540,540,20,19,20,18,24,530,490,440,500,510,490,500,510,550,7
tishaBerglund9857,tishaBerglund9857,NY,Newfield High School,Selden,NY,2.4,2024,Art History,Political Science,530,550,18,19,17,20,18,540,470,540,500,530,460,550,530,580,2
shaniThetos6555,shaniThetos6555,NY,North Babylon High School,North Babylon,NY,3.8,2024,History,Political Science,710,720,34,35,31,32,30,750,780,800,780,800,780,800,780,780,2
demetriaDhruv4982,demetriaDhruv4982,NY,Huntington High School,Huntington,NY,3.2,2024,Geology,Chemistry,630,660,30,27,27,30,27,690,700,690,660,670,700,710,670,710,0
karisaMendel1989,karisaMendel1989,NY,North Babylon High School,North Babylon,NY,2.8,2024,History,Computer Science,670,620,22,28,23,27,26,650,720,620,640,680,650,710,730,690,4
cindelynSecrest1522,cindelynSecrest1522,NY,Islip High School,Islip,NY,3.5,2024,Chemistry,Mathematics,730,660,29,32,36,31,32,720,670,760,730,750,720,740,730,760,4
guenevereThursby7644,guenevereThursby7644,NY,Greenport High School,Greenport,NY,2.8,2024,Biology,Computer Science,640,590,36,31,29,31,27,640,630,620,670,630,680,680,640,620,3
arletaGinny6357,arletaGinny6357,NY,Hauppauge High School,Hauppauge,NY,2.0,2024,Mathematics,Art History,440,470,16,15,16,19,15,500,490,480,490,510,490,510,520,520,4
isisDulcy9113,isisDulcy9113,NY,John H Glenn High School,Elwood,NY,2.3,2024,Biology,Mathematics,510,460,19,16,20,16,21,480,510,550,520,500,480,490,470,500,5
valAfrika8017,valAfrika8017,NY,William Floyd High School,Mastic Beach,NY,2.3,2024,Computer Science,Mathematics,540,500,16,17,20,17,21,510,530,510,460,500,500,480,500,520,2
barbara-anneFilide6693,barbara-anneFilide6693,NY,Sachem High School North,Lake Ronkonkoma,NY,2.4,2024,Music Theory,Geology,540,530,18,24,22,23,20,540,580,590,570,560,570,610,550,540,2
koriHentrich2227,koriHentrich2227,NY,Sachem High School East,Farmingville,NY,2.5,2024,Biology,History,590,580,20,19,22,25,18,590,590,590,590,570,590,600,550,610,4
therineBock8619,therineBock8619,NY,Greenport High School,Greenport,NY,2.7,2024,Computer Science,Mathematics,540,530,20,15,20,19,22,530,510,500,540,490,500,540,470,570,4
theadoraKazmirci8751,theadoraKazmirci8751,NY,Newfield High School,Selden,NY,2.7,2024,Art History,Physics,560,650,17,26,26,24,22,610,550,620,610,560,620,580,580,570,2
lineaBowden4140,lineaBowden4140,NY,Eastport South Manor Junior Senior High School,Manorville,NY,2.7,2024,Computer Science,Art History,640,600,26,22,25,20,21,570,600,610,610,600,600,580,590,600,8
ronaldaIta547,ronaldaIta547,NY,Ross School,East Hampton,NY,2.1,2024,Chemistry,Political Science,570,520,18,25,21,24,25,530,550,580,590,570,540,550,550,590,3
marcieFrechette4111,marcieFrechette4111,NY,Comsewogue High School,Port Jefferson Sta,NY,2.2,2024,History,Mathematics,530,490,22,16,22,22,17,580,540,540,560,470,570,520,540,570,5
amelieRenaldo5101,amelieRenaldo5101,NY,Deer Park High School,Deer Park,NY,2.7,2024,Art History,Chemistry,710,670,25,25,31,28,27,660,720,670,710,690,700,690,700,690,5
andereaWelton6285,andereaWelton6285,NY,Connetquot High School,Bohemia,NY,2.2,2024,History,Chemistry,480,500,14,18,19,15,20,430,520,450,480,510,480,520,530,500,4
kiahSeale5539,kiahSeale5539,NY,Smithtown High School East,Saint James,NY,3.0,2024,Music Theory,Mathematics,650,600,29,20,19,25,30,630,690,620,620,580,660,630,650,600,0
jaimeLucien4047,jaimeLucien4047,NY,Comsewogue High School,Port Jefferson Sta,NY,2.6,2024,Art History,Music Theory,630,600,23,26,20,22,30,630,620,560,630,520,650,620,600,630,7
blitheBultman6687,blitheBultman6687,NY,St John the Baptist Diocesan High School,West Islip,NY,3.1,2024,Political Science,Biology,690,710,32,27,29,30,27,700,670,690,650,690,720,700,710,690,9
hestiaGleeson426,hestiaGleeson426,NY,Sachem High School East,Farmingville,NY,2.5,2024,Mathematics,Music Theory,500,530,13,16,23,20,14,490,540,480,540,490,500,530,540,460,4
corendaSidon1484,corendaSidon1484,NY,North Babylon High School,North Babylon,NY,2.8,2024,Political Science,Music Theory,570,590,24,22,20,21,24,560,540,630,560,630,590,640,610,560,1
ingeborgCyndie6521,ingeborgCyndie6521,NY,Bridgehampton School,Bridgehampton,NY,2.5,2024,Physics,Art History,590,520,24,22,22,21,23,570,580,490,620,520,560,600,570,610,7
eileenGerick2395,eileenGerick2395,NY,Hampton Bays High School,Hampton Bays,NY,3.1,2024,Physics,Chemistry,730,660,25,30,30,35,29,700,730,710,700,640,720,630,660,750,9
caraDeach7631,caraDeach7631,NY,Westhampton Beach Senior High School,Westhampton Beach,NY,2.4,2024,Mathematics,Political Science,520,530,14,22,17,13,19,530,540,540,530,570,460,560,560,490,2
julissaUlda497,julissaUlda497,NY,West Babylon Senior High School,West Babylon,NY,2.4,2024,Biology,Political Science,460,470,18,17,15,20,11,480,500,550,440,450,460,490,520,500,9
sheereeOthello4734,sheereeOthello4734,NY,Amityville Memorial High School,Amityville,NY,2.7,2024,Computer Science,Mathematics,590,640,25,27,26,25,33,590,620,560,630,600,580,590,590,620,1
julianneLarisa8297,julianneLarisa8297,NY,East Hampton High School,East Hampton,NY,3.0,2024,History,Geology,730,670,33,36,36,24,30,700,690,710,740,630,670,690,660,740,7
karleneOralia8984,karleneOralia8984,NY,Huntington High School,Huntington,NY,3.1,2024,Chemistry,Art History,630,670,26,32,33,27,30,700,680,660,660,650,670,690,670,640,3
kellyMathre4542,kellyMathre4542,NY,Eastport South Manor Junior Senior High School,Manorville,NY,1.9,2024,Physics,Computer Science,470,480,20,19,12,17,19,450,500,410,430,450,470,520,450,470,9
camilaCrean1219,camilaCrean1219,NY,Islip High School,Islip,NY,3.0,2024,Biology,Computer Science,720,690,30,26,27,31,26,620,760,650,680,670,670,680,680,710,9
margitBenedetta2286,margitBenedetta2286,NY,Comsewogue High School,Port Jefferson Sta,NY,2.5,2024,Chemistry,Music Theory,540,560,23,19,23,20,20,520,450,590,610,570,540,520,500,600,1
trulaCarla5876,trulaCarla5876,NY,Southampton High School,Southampton,NY,2.3,2024,Mathematics,Chemistry,560,540,19,25,29,22,23,540,550,540,540,600,510,540,560,540,3
